"BFN","LICENSE_TYPE","LICENSE_STATUS","LICENSE_SUB_TYPE","EXPIRATION_DATE","ENTITY_NAME","ESTABLISHMENT_ADDRESS"
"2017-BFN-0002960","Child Care Center","License Issued - Active","NA","5/11/2019 12:00:00 AM","FOUR STAR LEARNING CENTER LLC","10890 E Dartmouth  N Denver 80014"
"2017-BFN-0005425","Child Care Center","License Issued - Active","NA","2/7/2019 12:00:00 AM","SOPHIA MONTESSORI ACADEMY","2626 E Louisiana Ave  Denver 80210"
"2017-BFN-0007985","Child Care Center","License Issued - Active","NA","12/1/2018 12:00:00 AM","WASHINGTON STREET COMMUNITY CENTER","809 S WASHINGTON ST  DENVER 80209"
"2001-BFN-75944","Child Care Home","License Issued - Active","NA","12/27/2018 12:00:00 AM","COLLEEN'S KIDS","2415 N RALEIGH ST  DENVER 80212"
"2005-BFN-1014148","Child Care Home","License Issued - Active","NA","5/10/2019 12:00:00 AM","BRENDA'S DAYCARE","2266 S CHERRY ST  DENVER 80222"
"2005-BFN-1014421","Child Care Home","License Issued - Active","NA","10/20/2018 12:00:00 AM","LAURA'S DAY CARE","2793 S JULIAN ST  DENVER 80236"
"2005-BFN-1014534","Child Care Home","License Issued - Active","NA","4/28/2019 12:00:00 AM","LOVING CARE CHILD CARE CENTER","5700 E FLORIDA AVE  DENVER 80224"
"2007-BFN-1029067","Child Care Home","License Issued - Active","NA","2/8/2019 12:00:00 AM","ALMA'S DAY CARE","5043  URSULA ST  DENVER 80239"
"2008-BFN-1036744","Child Care Home","License Issued - Active","NA","7/29/2018 12:00:00 AM","YESHI WAZZEE","21323 E 55TH AVE  DENVER 80249"
"2010-BFN-1051406","Child Care Home","License Issued - Active","NA","12/29/2018 12:00:00 AM","KAYS DAY CARE","8121 E LINVALE PL  DENVER 80231"
"2011-BFN-1053604","Child Care Home","License Issued - Active","NA","1/29/2019 12:00:00 AM","FAMILY JUNCTION CHILD CARE","7772 E NASSAU AVE  DENVER 80237"
"2012-BFN-1058436","Child Care Home","License Issued - Active","NA","2/27/2019 12:00:00 AM","MARY'S MUNCHKINS DAY CARE","2975 S MADISON ST  DENVER 80210"
"2012-BFN-1059564","Child Care Home","License Issued - Active","NA","5/14/2019 12:00:00 AM","SMITH DAY CARE","2894 N ASH ST  DENVER 80207"
"2014-BFN-0002180","Child Care Home","License Issued - Active","NA","9/11/2018 12:00:00 AM","The Little Rascals Daycare","16167 E Randolph Pl  Denver 80239"
"2015-BFN-0006560","Child Care Home","License Issued - Active","NA","10/28/2018 12:00:00 AM","TIFFANY GARCIA","2167 S Emerson ST  Denver 80210"
"2016-BFN-0003609","Child Care Home","License Issued - Active","NA","11/2/2018 12:00:00 AM","IMAGINATION STATION","3446 N AKRON ST  DENVER 80238"
"2017-BFN-0005433","Child Care Home","License Issued - Active","NA","8/2/2018 12:00:00 AM","ANGEL FACE DAYCARE","1165 N GLENCOE ST  DENVER 80220"
"2017-BFN-0005480","Child Care Home","License Issued - Active","NA","9/28/2018 12:00:00 AM","KORINA ELLEN TYUS","5066 N YOSEMITE CT 2 DENVER 80238"
"2017-BFN-0008054","Child Care Home","License Issued - Active","NA","2/20/2019 12:00:00 AM","ALEGRIA DAYCARE","1342 S Canosa Ct  Denver 80219"
"2017-BFN-0008171","Child Care Home","License Issued - Active","NA","6/19/2019 12:00:00 AM","MERCEDES DE ALMANZAN","2609 W Cornell Ave  Denver 80236"
"2001-BFN-92202","Combined License","License Issued - Active","NA","2/28/2019 12:00:00 AM","QDOBA RESTAURANT CORPORATION","1533  MARKET ST  DENVER 80202"
"2001-BFN-1274","Combined License","License Issued - Active","NA","8/27/2018 12:00:00 AM","MILE HI AUTOMOTIVE, INC","519 N LIPAN ST  DENVER 80204"
"2001-BFN-21090","Combined License","License Issued - Active","NA","9/8/2018 12:00:00 AM","CST METRO LLC","3860  PEORIA ST  DENVER 80239"
"2001-BFN-24554","Combined License","License Issued - Active","NA","9/11/2018 12:00:00 AM","WALGO INVESTMENTS INC","1347 W 38TH AVE  DENVER 80211"
"2001-BFN-57099","Combined License","License Issued - Active","NA","9/27/2018 12:00:00 AM","FOUR G'S CAFE INC","2788 S FEDERAL BLVD  DENVER 80236"
"2001-BFN-75289","Combined License","License Issued - Active","NA","4/17/2019 12:00:00 AM","JACK AND ANNA MARTINEZ","2524  FEDERAL BLVD  DENVER 80211"
"2001-BFN-82384","Combined License","License Issued - Active","NA","10/31/2018 12:00:00 AM","CANTINA GRILL JOINT VENTURE LLC","8400  PENA BLVD #T6-0A DENVER 80249"
"2001-BFN-17385","Combined License","License Issued - Active","NA","11/3/2018 12:00:00 AM","JERSEY ST LIQUORS INC","928  JERSEY ST  DENVER 80220"
"2001-BFN-5051","Combined License","License Issued - Active","NA","11/27/2018 12:00:00 AM","BUCKHORN ASSOCIATION LP ETAL","1000  OSAGE ST  DENVER 80204"
"2001-BFN-68385","Combined License","License Issued - Active","NA","11/14/2018 12:00:00 AM","KATS ON MARKET, INC.","1949  MARKET ST  DENVER 80202"
"2001-BFN-3855","Combined License","License Issued - Active","NA","12/13/2018 12:00:00 AM","J&H LIQUORS INCORPORATED","600 E 6TH AVE  DENVER 80203"
"2001-BFN-5220","Combined License","License Issued - Active","NA","12/16/2018 12:00:00 AM","LAS DELICIAS CORP","439 E 19TH AVE  DENVER 80203"
"2001-BFN-53129","Combined License","License Issued - Active","NA","12/20/2018 12:00:00 AM","JUDY SANCHEZ","2331 E 46TH AVE  DENVER 80216"
"2001-BFN-4736","Combined License","License Issued - Active","NA","12/31/2018 12:00:00 AM","UNIVERSITY CLUB","1673 N SHERMAN ST  DENVER 80203"
"2001-BFN-3844","Combined License","License Issued - Active","NA","12/31/2018 12:00:00 AM","SUNSHINE LIQUORS INC","4300  JOSEPHINE ST  DENVER 80216"
"2001-BFN-5253","Combined License","License Issued - Active","NA","9/16/2018 12:00:00 AM","RUBIN ENTERPRISES, LLC","5126 W 29TH AVE  DENVER 80212"
"2001-BFN-8377","Combined License","License Issued - Active","NA","12/31/2018 12:00:00 AM","T&H MANUFACTURING LLC","581 S FEDERAL BLVD  DENVER 80219"
"2001-BFN-15667","Combined License","License Issued - Active","NA","1/13/2019 12:00:00 AM","SAFEWAY STORES 45 INC","560 N CORONA ST  DENVER 80218"
"2001-BFN-77668","Combined License","License Issued - Active","NA","1/20/2019 12:00:00 AM","3 SAINT PAUL LLC","3041 E 3RD AVE  DENVER 80206"
"2002-BFN-7475","Combined License","License Issued - Active","NA","2/11/2019 12:00:00 AM","TACOS JALISCO INC","4309 W 38TH AVE  DENVER 80212"
"2002-BFN-74778","Combined License","License Issued - Active","NA","2/8/2019 12:00:00 AM","THE SAVOY INC","934  16TH ST  DENVER 80202"
"2002-BFN-9948","Combined License","License Issued - Active","NA","2/20/2019 12:00:00 AM","P&S LOUNGE INC","3416 E Colfax AVE  Denver 80206"
"2002-BFN-93630","Combined License","License Issued - Active","NA","2/27/2019 12:00:00 AM","QDOBA RESTAURANT CORPORATION","550  GRANT ST  DENVER 80203"
"2002-BFN-88727","Combined License","License Issued - Active","NA","3/5/2019 12:00:00 AM","THE CHERRY CRICKET LLC","2641 E 2ND AVE  DENVER 80206"
"2002-BFN-88329","Combined License","License Issued - Active","NA","3/6/2019 12:00:00 AM","NOODLE SHOP CO COLORADO INC","550  BROADWAY  B DENVER 80203"
"2002-BFN-93632","Combined License","License Issued - Active","NA","3/5/2019 12:00:00 AM","APPALOOSA GRILL LLC","535  16TH ST 110 DENVER 80202"
"2002-BFN-49031","Combined License","License Issued - Active","NA","3/30/2019 12:00:00 AM","COPENNA CORP","1628 E EVANS AVE  DENVER 80210"
"2002-BFN-84125","Combined License","License Issued - Active","NA","4/11/2019 12:00:00 AM","KIM BOB S","1093 S PEARL ST  DENVER 80209"
"2002-BFN-14526","Combined License","License Issued - Active","NA","3/25/2019 12:00:00 AM","LARIMER BISTRO LLC","1430  LARIMER ST #200 DENVER 80202"
"2002-BFN-56151","Combined License","License Issued - Active","NA","4/13/2019 12:00:00 AM","JIM W LEE AND MERCY A LEE","1076  OGDEN ST  DENVER 80218"
"2002-BFN-78869","Combined License","License Issued - Active","NA","4/16/2019 12:00:00 AM","GREEN EGGS & HAM INC","727 S UNIVERSITY BLVD  DENVER 80209"
"2002-BFN-18711","Combined License","License Issued - Active","NA","4/25/2019 12:00:00 AM","PARK REST CORP","672  LOGAN ST  DENVER 80203"
"2002-BFN-97235","Combined License","License Issued - Active","NA","3/20/2019 12:00:00 AM","DUMASS HOLDINGS, LLC","1800 E COLFAX AVE  DENVER 80218"
"2002-BFN-99764","Combined License","License Issued - Active","NA","4/11/2019 12:00:00 AM","MARCZYK FINE FOODS","770 E 17TH AVE  DENVER 80203"
"2002-BFN-29472","Combined License","License Issued - Active","NA","5/16/2019 12:00:00 AM","FAST-N-FRIENDLY FOODMARTS INC","5595 E FLORIDA AVE  DENVER 80222-3506"
"2002-BFN-8583","Combined License","License Issued - Active","NA","5/11/2019 12:00:00 AM","MOTEL 6 #312","12020 E 39TH AVE  DENVER 80239"
"2002-BFN-61717","Combined License","License Issued - Active","NA","5/21/2019 12:00:00 AM","AKHI INVESTMENTS INC","3203  QUEBEC ST  DENVER 80207-2319"
"2002-BFN-30674","Combined License","License Issued - Active","NA","5/16/2019 12:00:00 AM","HAWG DADDYS HAWG PARTS","4900 W 1ST AVE  DENVER 80219"
"2002-BFN-44259","Combined License","License Issued - Active","NA","6/3/2019 12:00:00 AM","OLD CHICAGO OF COLORADO INC","1280 S COLORADO BLVD  DENVER 80222-2904"
"2002-BFN-79710","Combined License","License Issued - Active","NA","5/21/2019 12:00:00 AM","DIA PROPERTIES LLC","6250  TOWER RD  DENVER 80249-6703"
"2002-BFN-70739","Combined License","License Issued - Active","NA","6/8/2019 12:00:00 AM","THE CHERRY GROUP LLC","4645 E 23RD AVE  DENVER 80207"
"2002-BFN-100512","Combined License","License Issued - Active","NA","10/10/2018 12:00:00 AM","COLORADO LIQUOR MART, INC","865 S COLORADO BLVD  DENVER 80246"
"2002-BFN-21211","Combined License","License Issued - Active","NA","6/30/2019 12:00:00 AM","ETHIOPIAN RESTAURANT, INC","2816 E COLFAX AVE  DENVER 80206"
"2002-BFN-35141","Combined License","License Issued - Active","NA","6/19/2019 12:00:00 AM","PALM RESTAURANT","1201  16TH ST 225-226 DENVER 80202"
"2002-BFN-14674","Combined License","License Issued - Active","NA","7/8/2019 12:00:00 AM","DILLON COMPANIES INC","890 S MONACO PKWY  DENVER 80224-1574"
"2002-BFN-80025","Combined License","License Issued - Active","NA","7/13/2019 12:00:00 AM","Y J & K INC","340  SANTA FE DR  DENVER 80223"
"2002-BFN-43782","Combined License","License Issued - Active","NA","12/3/2018 12:00:00 AM","TROPICANA NIGHTCLUB I, INC.","4700  LIPAN ST  DENVER 80211"
"2002-BFN-88544","Combined License","License Issued - Active","NA","7/4/2018 12:00:00 AM","TAWAN INC","22  BROADWAY   DENVER 80203"
"2002-BFN-99998","Combined License","License Issued - Active","NA","6/23/2019 12:00:00 AM","FACTORY AT WALNUT, LLC","3500  WALNUT ST  DENVER 80205"
"2002-BFN-60237","Combined License","License Issued - Active","NA","7/15/2018 12:00:00 AM","ARC HERITAGE CLUB, INC.","2020 S MONROE ST  DENVER 80210"
"2002-BFN-94538","Combined License","License Issued - Active","NA","8/1/2018 12:00:00 AM","PETE'S GREEK TOWN CAFE, INC.","2910 E COLFAX AVE  DENVER 80206"
"2002-BFN-94502","Combined License","License Issued - Active","NA","7/26/2018 12:00:00 AM","CHIPOTLE MEXICAN GRILL INC","2760 S COLORADO BLVD M DENVER 80222"
"2002-BFN-51061","Combined License","License Issued - Active","NA","8/12/2018 12:00:00 AM","EMPRESS SEAFOOD RESTAURANT INC","2825 W ALAMEDA AVE  DENVER 80219"
"2002-BFN-95049","Combined License","License Issued - Active","NA","8/15/2018 12:00:00 AM","TOKYO INC","1350  GRANT ST  DENVER 80203"
"2002-BFN-21092","Combined License","License Issued - Active","NA","8/26/2018 12:00:00 AM","CST METRO LLC","3490  COLORADO BLVD  DENVER 80205"
"2002-BFN-1212","Combined License","License Issued - Active","NA","11/18/2018 12:00:00 AM","ANTILLON AUTOMOTIVE SERVICE","3501 W COLFAX AVE  DENVER 80204"
"2003-BFN-1004471","Combined License","License Issued - Active","NA","6/30/2019 12:00:00 AM","MORGAN'S LIQUORS","1200 E EVANS AVE  DENVER 80210"
"2003-BFN-1005176","Combined License","License Issued - Active","NA","12/10/2018 12:00:00 AM","SODEXO AMERICA LLC","2055 E EVANS AVE  DENVER 80210"
"2003-BFN-1005206","Combined License","License Issued - Active","NA","4/19/2019 12:00:00 AM","BAMB LLC","58 N BROADWAY   DENVER 80203"
"2003-BFN-1005806","Combined License","License Issued - Active","NA","2/1/2019 12:00:00 AM","YISHENG, INC.","6655  LEETSDALE DR  DENVER 80224"
"2003-BFN-1006430","Combined License","License Issued - Active","NA","3/18/2019 12:00:00 AM","ROYAL DRUG, INC.","2239 E BRUCE RANDOLPH AVE  DENVER 80205"
"2003-BFN-1006752","Combined License","License Issued - Active","NA","8/15/2018 12:00:00 AM","PHOENIX RESTAURANT GROUP LLC","1801  WYNKOOP ST  DENVER 80202"
"2004-BFN-1007336","Combined License","License Issued - Active","NA","4/4/2019 12:00:00 AM","MCCORMICK & SCHMICK RESTAURANT CORP","8100 E UNION AVE R101 DENVER 80237"
"2004-BFN-1010426","Combined License","License Issued - Active","NA","8/5/2018 12:00:00 AM","LA FOGATA MEXICAN RESTAURANT II INC","8090 E QUINCY AVE  DENVER 80237"
"2004-BFN-1010707","Combined License","License Issued - Active","NA","9/28/2018 12:00:00 AM","MA REILLYS LLC","2030  LARIMER ST  DENVER 80205"
"2005-BFN-1013169","Combined License","License Issued - Active","NA","4/26/2019 12:00:00 AM","5 ESTRELLAS","1550 S FEDERAL BLVD  DENVER 80219"
"2005-BFN-1014042","Combined License","License Issued - Active","NA","5/1/2019 12:00:00 AM","MB RESTAURANT LLC","2390 S DOWNING ST UNIT B DENVER 80210"
"2005-BFN-1014718","Combined License","License Issued - Active","NA","11/22/2018 12:00:00 AM","FOREVER LOUNGE INC","5307  LEETSDALE DR  DENVER 80246"
"2005-BFN-1015249","Combined License","License Issued - Active","NA","8/14/2018 12:00:00 AM","CRU DENVER LLLP","1442  LARIMER ST  DENVER 80202"
"2005-BFN-1015677","Combined License","License Issued - Active","NA","1/25/2019 12:00:00 AM","SWING THAI LLC","4370  TENNYSON ST  DENVER 80212"
"2005-BFN-1016767","Combined License","License Issued - Active","NA","11/30/2018 12:00:00 AM","LA MEXICANA TAQUERIA INC","2538 W 32ND AVE  DENVER 80211"
"2005-BFN-1017641","Combined License","License Issued - Active","NA","1/8/2019 12:00:00 AM","ASPENJULE ADVENTURES INC & 7-ELEVEN INC","1090 N OGDEN ST  DENVER 80218"
"2005-BFN-1017707","Combined License","License Issued - Active","NA","3/9/2019 12:00:00 AM","JSJ CORPORATION","708 E 17TH AVE  DENVER 80218-1405"
"2005-BFN-1018132","Combined License","License Issued - Active","NA","1/28/2019 12:00:00 AM","THIRTY 4 LLC","3400  NAVAJO ST  DENVER 80211"
"2005-BFN-1018220","Combined License","License Issued - Active","NA","5/23/2019 12:00:00 AM","CLOCKTOWER ENTERTAINMENT LLC","1601  ARAPAHOE ST  DENVER 80202-2015"
"2005-BFN-1018472","Combined License","License Issued - Active","NA","3/22/2019 12:00:00 AM","THE CROSSING","6090 E SMITH RD  DENVER 80216"
"2006-BFN-1020007","Combined License","License Issued - Active","NA","6/20/2019 12:00:00 AM","QDOBA RESTAURANT CORPORATION","8286 E NORTHFIELD BLVD 1510 DENVER 80238"
"2006-BFN-1020516","Combined License","License Issued - Active","NA","7/24/2018 12:00:00 AM","KONA FIELDS INC","1618 E 17TH AVE #06-16 DENVER 80218"
"2006-BFN-1021758","Combined License","License Issued - Active","NA","8/29/2018 12:00:00 AM","ATHMAR MART","1789 W MISSISSIPPI AVE  DENVER 80223"
"2006-BFN-1022376","Combined License","License Issued - Active","NA","10/31/2018 12:00:00 AM","THAI THAI HIBACHI INC","1312 E 6TH AVE  DENVER 80218"
"2006-BFN-1022843","Combined License","License Issued - Active","NA","12/11/2018 12:00:00 AM","DELINA HAILE INC & 7-ELEVEN INC","2410 S UNIVERSITY BLVD  DENVER 80210"
"2006-BFN-1024019","Combined License","License Issued - Active","NA","3/1/2019 12:00:00 AM","SOMETHING TO EAT INC","3940 E EXPOSITION AVE  DENVER 80209"
"2006-BFN-1024499","Combined License","License Issued - Active","NA","3/1/2019 12:00:00 AM","DENVER RESTAURANT CONCEPTS, LP","1601 W EVANS AVE  DENVER 80223"
"2007-BFN-1025807","Combined License","License Issued - Active","NA","1/13/2019 12:00:00 AM","GMRI INC","8314 E 49TH AVE  DENVER 80238-3048"
"2007-BFN-1026027","Combined License","License Issued - Active","NA","7/12/2018 12:00:00 AM","CIRCLE K STORE #2709842","4570  CHAMBERS RD  DENVER 80239"
"2007-BFN-1026407","Combined License","License Issued - Active","NA","6/25/2019 12:00:00 AM","OCEANAIRE SEAFOOD ROOM","1400  ARAPAHOE ST  DENVER 80202"
"2007-BFN-1026755","Combined License","License Issued - Active","NA","9/11/2018 12:00:00 AM","NGUYEN VINCENT HIEN","3600 E COLFAX AVE  DENVER 80206"
"2007-BFN-1028853","Combined License","License Issued - Active","NA","12/12/2018 12:00:00 AM","PINNACLE COLFAX, LLC","5125 N CHAMBERS RD  DENVER 80239"
"2007-BFN-1029353","Combined License","License Issued - Active","NA","11/20/2018 12:00:00 AM","CAS VENTURES, LLC","890 S Pearl   Denver 80209"
"2007-BFN-1030336","Combined License","License Issued - Active","NA","4/8/2019 12:00:00 AM","FLOG LLC","4999  VRAIN ST  DENVER 80212"
"2007-BFN-1030469","Combined License","License Issued - Active","NA","3/23/2019 12:00:00 AM","D&M INC AND 7-ELEVEN INC","4701  PEORIA ST  DENVER 80239"
"2008-BFN-1030937","Combined License","License Issued - Active","NA","3/2/2019 12:00:00 AM","UCHIDHLL LLC","3333 N QUEBEC ST  DENVER 80207"
"2008-BFN-1031430","Combined License","License Issued - Active","NA","6/16/2019 12:00:00 AM","TAVERN WASH PARK INC","1066 S GAYLORD ST  DENVER 80209"
"2008-BFN-1032998","Combined License","License Issued - Active","NA","6/18/2019 12:00:00 AM","COAL CREEK GOLF COURSE INC.","4141 E 35TH AVE  DENVER 80207"
"2008-BFN-1033484","Combined License","License Issued - Active","NA","7/21/2018 12:00:00 AM","7TH AVENUE PARTNERS INC","410 E 7TH AVE  DENVER 80203"
"2008-BFN-1037849","Combined License","License Issued - Active","NA","4/21/2019 12:00:00 AM","PARK BURGER INC","1890 S PEARL ST  DENVER 80210-3137"
"2008-BFN-1037945","Combined License","License Issued - Active","NA","4/21/2019 12:00:00 AM","TEJON HOSPITALITY LLC","3200  TEJON ST  DENVER 80211"
"2009-BFN-1038663","Combined License","License Issued - Active","NA","2/20/2019 12:00:00 AM","SWEET ACTION","52 N BROADWAY   DENVER 80203"
"2009-BFN-1039631","Combined License","License Issued - Active","NA","7/8/2019 12:00:00 AM","MULLIGANS LLC","6495 E EVANS AVE  DENVER 80222"
"2009-BFN-1039687","Combined License","License Issued - Active","NA","7/1/2018 12:00:00 AM","BUCHI LLC","2651 W 38TH AVE  DENVER 80211"
"2009-BFN-1039899","Combined License","License Issued - Active","NA","5/26/2019 12:00:00 AM","FOGO DE CHAO CHURRASCARIA (DENVER) LLC","1513  WYNKOOP ST  DENVER 80202-1129"
"2009-BFN-1042096","Combined License","License Issued - Active","NA","9/21/2018 12:00:00 AM","104-39 STAY LLC","4343  AIRPORT WAY  DENVER 80239"
"2009-BFN-1043404","Combined License","License Issued - Active","NA","6/28/2019 12:00:00 AM","PUB ON PENN LLC","1278  PENNSYLVANIA ST  DENVER 80203"
"2009-BFN-1043485","Combined License","License Issued - Active","NA","1/27/2019 12:00:00 AM","EPOP LLC","2915 W 44TH AVE  DENVER 80211"
"2009-BFN-1043554","Combined License","License Issued - Active","NA","3/1/2019 12:00:00 AM","THERESAWIN INC","2418 S FEDERAL BLVD  DENVER 80219"
"2009-BFN-1044526","Combined License","License Issued - Active","NA","7/11/2018 12:00:00 AM","MINI MART, INC.","1499 S COLORADO BLVD  DENVER 80222-3604"
"2009-BFN-1044661","Combined License","License Issued - Active","NA","4/3/2019 12:00:00 AM","MMGOOD, INC.","2553 S COLORADO BLVD UNIT 107 DENVER 80222"
"2009-BFN-1044685","Combined License","License Issued - Active","NA","7/7/2019 12:00:00 AM","YKS INTERNATIONAL INC.","1600  CHAMPA ST  DENVER 80202"
"2010-BFN-1046118","Combined License","License Issued - Active","NA","7/20/2018 12:00:00 AM","THREE FOOLS LLC","1531  CHAMPA ST  DENVER 80202"
"2010-BFN-1046297","Combined License","License Issued - Active","NA","8/2/2018 12:00:00 AM","FLOG LLC","10500 E HAMPDEN AVE  DENVER 80014"
"2010-BFN-1049475","Combined License","License Issued - Active","NA","11/17/2018 12:00:00 AM","S & P INC.","500 E ALAMEDA AVE  DENVER 80209"
"2010-BFN-1050107","Combined License","License Issued - Active","NA","2/8/2019 12:00:00 AM","SM SPEAKEASY INC","3701 W 32ND AVE  DENVER 80211-3121"
